Category,Clip Name,Clip Url,Edited,Filename,Theme,Portrait Version,Original Time in Seconds,Edited Time in Seconds,Extra Clip 1,Extra Clip 2,Updated Captions,Created By,Created Date
Assassin's Creed Valhalla,Why'd you ask that?,https://clips.twitch.tv/CourteousDelightfulArugulaMoreCowbell-aLyrnDPCSLo93Vcn,,,,,5,,,,,DazedArcade,"Oct 26, 2023"
Software and Game Development,😐 😬 😐 😬 😐 😬 😐 😬 ,https://clips.twitch.tv/SquareTangentialYogurtGivePLZ--dPf-JFkz2HrKNyV,,,,,6,,,,,design_by_rose,"Oct 27, 2023"
Software and Game Development,So loud my speakers clipped!,https://clips.twitch.tv/DeadPlacidBeeCurseLit-EcseKDyb0m-ILGgQ,,,,,4,,,,,DazedArcade,"Oct 27, 2023"
Assassin's Creed Valhalla,is he a man tho?,https://clips.twitch.tv/IgnorantFamousKeyboardNerfRedBlaster-pILwn7j7VuFAiib_,,,,,7,,,,,asdfWENDYfdsa,"Nov 4, 2023"
Assassin's Creed Valhalla,qWHAtqWHAtqWHAtqWHAt,https://clips.twitch.tv/GleamingRoughScorpionLeeroyJenkins-ayvA9SGIa2rTRsDm,,,,,5,,,,,design_by_rose,"Nov 12, 2023"
Assassin's Creed Valhalla,before you go go,https://clips.twitch.tv/ApatheticBusyAlbatrossLeeroyJenkins-BiB302nazh0cujSI,,,,,5,,,,,low_hanging_vegetable,"Nov 12, 2023"
Overwatch 2,"Suffering, but enjoying it",https://clips.twitch.tv/RamshackleEmpathicDinosaurDxCat-lLBbpABCVnD0quM-,,,,,30,,,,,WizardessMila,"Nov 16, 2023"
Overwatch 2,get a pick. please. PLEASE.,https://clips.twitch.tv/AuspiciousPopularShrewKeepo-O-4LAvfqz5bz_y_X,,,,,7,,,,,design_by_rose,"Nov 17, 2023"
Overwatch 2,Its gunna be mei,https://clips.twitch.tv/SparklingBigHamburgerBudStar-tAQFl0jPJPDYKzUl,,,,,7,,,,,DazedArcade,"Nov 19, 2023"
Overwatch 2,Garden variety bronze gameplay,https://clips.twitch.tv/SpeedyFantasticTitanWOOP-3bhKYXV43cNAAQwE,,,,,26,,,,,TheStarlessAbstract,"Nov 19, 2023"
Assassin's Creed Valhalla,what you did,https://clips.twitch.tv/MoistJollyTurnipKappaPride-6AzVwAFKXwF4e0tl,,,,,5,,,,,low_hanging_vegetable,"Nov 19, 2023"
Overwatch 2,?,https://clips.twitch.tv/HappySpoopyHyenaDatBoi-cPPS4hY3wU4G8fmC,,,,,7,,,,,DazedArcade,"Nov 21, 2023"
Overwatch 2,"ogod, ogod, ogod, ogod, ogod.",https://clips.twitch.tv/VenomousResourcefulWormBrainSlug-jk679SzkDNcujIpl,,,,,5,,,,,design_by_rose,"Nov 30, 2023"
Assassin's Creed Valhalla,when chat gets spicy,https://clips.twitch.tv/UnusualBravePrariedogANELE-qPVDglbEMdagPiRI,,,,,13,,,,,low_hanging_vegetable,"Dec 3, 2023"
Assassin's Creed Valhalla,how to have a normal conversation,https://clips.twitch.tv/SillyFineSoybeanCmonBruh-WWzj7nhcA6QNRTij,,,,,6,,,,,low_hanging_vegetable,"Dec 3, 2023"
Assassin's Creed Valhalla,Ask me about my gyat,https://clips.twitch.tv/FrailPrettyHerringBabyRage-IsyCLz0_v6fvESWH,,,,,26,,,,,lilediakk,"Dec 3, 2023"
Assassin's Creed Valhalla,giggletron ,https://clips.twitch.tv/SmoggyDaintyPigEagleEye-Eykq3ldcE1eJJ0jj,,,,,13,,,,,lilediakk,"Dec 3, 2023"
Assassin's Creed Valhalla,MTN DEW raid waiting room,https://clips.twitch.tv/GoodGlutenFreeDiamondDoritosChip-8u2QcXz90VFHIjYN,,,,,28,,,,,lilediakk,"Dec 3, 2023"
Assassin's Creed Valhalla,sticking out my gyat,https://clips.twitch.tv/RelentlessFrozenBurritoEagleEye-b6rcQnt99OdZ_-B0,,,,,30,,,,,lilediakk,"Dec 3, 2023"
Assassin's Creed Valhalla,starless likes this game,https://clips.twitch.tv/NeighborlyMuddyRadicchioM4xHeh-ZTROCRBSJ0krDnQ3,,,,,5,,,,,low_hanging_vegetable,"Dec 10, 2023"
Software and Game Development,A stupid thing called my Twitch bot,https://clips.twitch.tv/SwissEphemeralFerretNerfRedBlaster-i-D13YMdR2nSQU8i,,,,,30,,,,,lilediakk,"Dec 10, 2023"
Overwatch 2,Probably getting tossed around like a salad,https://clips.twitch.tv/BadExcitedMeerkatTBTacoLeft-oRkh8U24ptx3Cns9,,,,,30,,,,,lilediakk,"Dec 14, 2023"
Apex Legends,Basically a Make a Wish stream for Dazed,https://clips.twitch.tv/IncredulousCharmingCrabsBCouch-1toRwXsXho5ReTak,,,,,30,,,,,design_by_rose,"Dec 15, 2023"
Skull and Bones,fruit cake meat cake,https://clips.twitch.tv/FrigidHappyClipsdadRedCoat-WWcG_noqojNslpEc,,,,,6,,,,,asdfWENDYfdsa,"Dec 17, 2023"
Skull and Bones,face = cake,https://clips.twitch.tv/CrepuscularTenaciousLegPermaSmug-xQ1I23oPJhHRyACQ,,,,,7,,,,,asdfWENDYfdsa,"Dec 17, 2023"
THE FINALS,cash blind,https://clips.twitch.tv/SoftConsiderateSquidJebaited-cyV50DDHspOckWLY,,,,,6,,,,,low_hanging_vegetable,"Dec 17, 2023"
Skull and Bones,uncalled for,https://clips.twitch.tv/CulturedSarcasticCougarBigBrother-6hghgYqoEqCy0Yb6,,,,,5,,,,,low_hanging_vegetable,"Dec 17, 2023"
THE FINALS,Who likes to shoot what? 😳,https://clips.twitch.tv/PlumpTriumphantDumplingsPanicBasket-bUIorcRe6TyeKChK,,,,,5,,,,,hobb0goblin,"Dec 20, 2023"
Software and Game Development,wow,https://clips.twitch.tv/CourageousCrepuscularTildeDerp-hvJ01hCXAYFJvLyX,,,,,5,,,,,DazedArcade,"Dec 28, 2023"
Software and Game Development,wow2,https://clips.twitch.tv/EnjoyableBoldStapleFutureMan-aIKm1KJz1Ib2FCZK,,,,,5,,,,,DazedArcade,"Dec 28, 2023"
Software and Game Development,wowowow,https://clips.twitch.tv/TrustworthyUgliestWallabyUWot-ppCxtE4q6LdNR5SC,,,,,5,,,,,DazedArcade,"Dec 28, 2023"
Software and Game Development,I'm coming to you buddy,https://clips.twitch.tv/TriangularAmorphousWoodcockWoofer-rTZfXRwI5iIV4-M7,,,,,21,,,,,TheStarlessAbstract,"Dec 30, 2023"
Software and Game Development,Making a bot by repeatedly smashing my head against a keyboard,https://clips.twitch.tv/BovineVainLasagnaCoolStoryBro-SQALcar2hL8IDqXg,,,,,30,,,,,TheStarlessAbstract,"Dec 30, 2023"
Escape from Tarkov,bet,https://clips.twitch.tv/StrongAmusedScallionRiPepperonis-1gTHvdwAWcCzNBiS,,,,,16,,,,,design_by_rose,"Jan 1, 2024"
Escape from Tarkov,clearly 2 runners,https://clips.twitch.tv/BrainyAltruisticLampMingLee-kYObVHDA2R4vjvui,,,,,9,,,,,low_hanging_vegetable,"Jan 1, 2024"
Escape from Tarkov,when your internet comes back online at the wrong time,https://clips.twitch.tv/AverageArbitraryLardNerfBlueBlaster-oL57j6J-pCq_XVVe,,,,,7,,,,,low_hanging_vegetable,"Jan 1, 2024"
Escape from Tarkov,Well would you look at this big eejit over here,https://clips.twitch.tv/ClearJazzyYamCurseLit-AFcJPIkiCc4xUWx2,,,,,26,,,,,lilediakk,"Jan 4, 2024"
Escape from Tarkov,Click Click,https://clips.twitch.tv/SillyElegantCatKappa-BNUuHZNfoXzP0tGK,,,,,14,,,,,DazedArcade,"Jan 10, 2024"
Escape from Tarkov,Mmmm,https://clips.twitch.tv/SpotlessBusyDovePJSalt-lQFh8umZ1ZB2_znW,,,,,5,,,,,DazedArcade,"Jan 25, 2024"
Just Chatting,hmm?,https://clips.twitch.tv/ThankfulNaiveCarabeefOhMyDog-BhkS-UJMg_F72NLl,,,,,5,,,,,low_hanging_vegetable,"Jan 28, 2024"
Just Chatting,man on man action,https://clips.twitch.tv/ZanySuccessfulHawkYouWHY-46an27Qh6rrFcIwB,,,,,6,,,,,low_hanging_vegetable,"Feb 4, 2024"
Escape from Tarkov,dazed is a liar,https://clips.twitch.tv/TiredAssiduousTaroPermaSmug-2-DMmUAVZIQYCuL-,,,,,5,,,,,low_hanging_vegetable,"Feb 4, 2024"
Just Chatting,"Beer before liquor, get headshots quicker",https://clips.twitch.tv/ShinyMistyPrariedogThisIsSparta-6Zv06L9znl8KGoLD,,,,,30,,,,,asdfWENDYfdsa,"Feb 4, 2024"
Escape from Tarkov,Here I go killing again,https://clips.twitch.tv/MagnificentOnerousPheasantVoteYea-NAuPrY6wKnyTtixR,,,,,28,,,,,beanpire,"Feb 9, 2024"
Escape from Tarkov,lol,https://clips.twitch.tv/YawningClumsyVanillaCharlietheUnicorn-2J_2h1rMdMYktC0k,,,,,18,,,,,low_hanging_vegetable,"Feb 18, 2024"
Escape from Tarkov,uaaAaaaaAaaugh,https://clips.twitch.tv/SucculentSmallCockroachYee-6xiAntwAD-1zIFhr,,,,,11,,,,,low_hanging_vegetable,"Feb 18, 2024"
Escape from Tarkov,Back and ready to grumble,https://clips.twitch.tv/TentativePhilanthropicDunlinDoggo-kSrzcQnOzFeKxkBG,,,,,28,,,,,low_hanging_vegetable,"Feb 18, 2024"
THE FINALS,Nobody seen that?,https://clips.twitch.tv/BelovedAbstruseWoodpeckerNotATK-zo_68L6EK3G5J58g,,,,,10,,,,,DazedArcade,"Feb 23, 2024"
Just Chatting,A sausage meat patty..,https://clips.twitch.tv/TardyWrongSwordSMOrc-xA1vIPLNQpjZApRv,,,,,5,,,,,low_hanging_vegetable,"Feb 25, 2024"
Assassin's Creed Valhalla,A Lovely Welcome,https://clips.twitch.tv/TangentialGeniusSageBudBlast-F_iQJsZjZNi4Qok3,,,,,5,,,,,low_hanging_vegetable,"Feb 25, 2024"
Assassin's Creed Valhalla,Draw,https://clips.twitch.tv/AssiduousEnthusiasticCheddarTheRinger-6tIWlbAmAHLMXEHK,,,,,5,,,,,DazedArcade,"Feb 29, 2024"
Just Chatting,getting som diiii,https://clips.twitch.tv/BenevolentTameBulgogiKappaWealth-_e0Ous7Uh0DvzxK6,,,,,5,,,,,low_hanging_vegetable,"Mar 3, 2024"
Assassin's Creed Valhalla,"Feck it anyway, why not a little bit more",https://clips.twitch.tv/InterestingKathishLEDPeoplesChamp-iZTCcSsxgVNTZBEW,,,,,30,,,,,low_hanging_vegetable,"Mar 3, 2024"
Assassin's Creed Valhalla,voice crack,https://clips.twitch.tv/KathishInquisitiveCarabeefTBTacoLeft-abd1p25-tGfK24GT,,,,,5,,,,,low_hanging_vegetable,"Mar 24, 2024"
Assassin's Creed Valhalla,mommy?,https://clips.twitch.tv/AdorableAffluentVultureMrDestructoid-ZTGRNIw2fmPF8zrz,,,,,5,,,,,low_hanging_vegetable,"Mar 24, 2024"
Assassin's Creed Valhalla,oh...,https://clips.twitch.tv/InquisitiveKawaiiRingGrammarKing-IACwL3uQyXvInf50,,,,,12,,,,,low_hanging_vegetable,"Mar 24, 2024"
Baldur's Gate 3,asdfwendyfdsa,https://clips.twitch.tv/CleanCallousKiwiResidentSleeper-04ioUpY6lQW9YncR,,,,,7,,,,,low_hanging_vegetable,"Mar 31, 2024"
Baldur's Gate 3,"Come to Baldur's Gate they said, it'll be fun they said",https://clips.twitch.tv/TriangularBloodyJuiceTwitchRaid-wr1FCxZbjrFL9UX4,,,,,30,,,,,low_hanging_vegetable,"Apr 17, 2024"
Baldur's Gate 3,Are you now?,https://clips.twitch.tv/ChillyAlluringMangoRalpherZ-vxsf3V9cu0OGqWFo,,,,,5,,,,,DazedArcade,"May 3, 2024"
Baldur's Gate 3,Crown the witch?!,https://clips.twitch.tv/RepleteSavageMarrowTriHard-RH48cUPxWJER4p2n,,,,,26,,,,,low_hanging_vegetable,"May 12, 2024"
Software and Game Development,I got an itch,https://clips.twitch.tv/BlitheKnottyVanillaKevinTurtle-bpacT1Esmijs_Rwa,,,,,7,,,,,DazedArcade,"May 13, 2024"
Just Chatting,...why?,https://clips.twitch.tv/ObservantColdbloodedPuffinTheThing-yjhikIFhQo3ghMkW,,,,,11,,,,,design_by_rose,"May 13, 2024"
Software and Game Development,Have you ever played this game before ? ? ? ,https://clips.twitch.tv/ConsiderateHonorableRhinocerosMau5-Cxn5EeBAZ3qNCmR-,,,,,6,,,,,design_by_rose,"May 13, 2024"
Baldur's Gate 3,unhinged man gets unhinged,https://clips.twitch.tv/PowerfulGorgeousZucchiniArgieB8-xLELko7JkcCHhty3,,,,,9,,,,,low_hanging_vegetable,"May 26, 2024"
Just Chatting,No stream?,https://clips.twitch.tv/InventiveCredulousKathyJKanStyle-1pylSzpEcCSfoH3L,,,,,28,,,,,low_hanging_vegetable,"May 26, 2024"
Just Chatting,a good point well made,https://clips.twitch.tv/CautiousVenomousFlySquadGoals-N6MUi4pxnBQOuwN3,,,,,5,,,,,low_hanging_vegetable,"May 26, 2024"
Baldur's Gate 3,life lesson,https://clips.twitch.tv/HilariousTenuousLasagnaPrimeMe-4TpxXnqneDiQbvmk,,,,,5,,,,,design_by_rose,"Jun 2, 2024"
Baldur's Gate 3,impatient background npc,https://clips.twitch.tv/RelentlessTastyShrimpCorgiDerp-jKUtDYo2FblXlg54,,,,,5,,,,,low_hanging_vegetable,"Jun 2, 2024"
Baldur's Gate 3,"a calculated plan, but we're bad at math",https://clips.twitch.tv/RudeSarcasticPassionfruitNotLikeThis-uNzS98hq_YX9k7Zk,,,,,15,,,,,Pf_Paradoxical,"Jun 2, 2024"
Baldur's Gate 3,#1 Katy Perry fan,https://clips.twitch.tv/ElatedVastInternAliens-fLa1I0TFr_pUDFY8,,,,,6,,,,,design_by_rose,"Jun 2, 2024"
Baldur's Gate 3,master communicator,https://clips.twitch.tv/ZealousBrightSrirachaPicoMause-3YjHWu-yPzMozm0m,,,,,12,,,,,low_hanging_vegetable,"Jun 2, 2024"
Baldur's Gate 3,Dragon deessss nuts,https://clips.twitch.tv/BelovedNeighborlyIcecreamWoofer-pfAAMt_yKakI7Rh1,,,,,16,,,,,Pf_Paradoxical,"Jun 5, 2024"
Baldur's Gate 3,iM In daNGeR,https://clips.twitch.tv/TastyGleamingBoarThunBeast-0r5RQ9eY0QIiunOO,,,,,7,,,,,design_by_rose,"Jun 6, 2024"
Baldur's Gate 3,These (. Y .) think they're so smart,https://clips.twitch.tv/IgnorantInspiringIguanaPunchTrees-UAq1RShIkpmDMNsf,,,,,28,,,,,Pf_Paradoxical,"Jun 6, 2024"
Baldur's Gate 3,d*** taker,https://clips.twitch.tv/WrongTawdryStarNotLikeThis-PPgKanr0IJDGw6_-,,,,,5,,,,,Pf_Paradoxical,"Jun 7, 2024"
Weird West,Boner stew,https://clips.twitch.tv/CulturedInventiveHerdDoubleRainbow-AKnJ7ZjsufMufEGa,,,,,8,,,,,Pf_Paradoxical,"Jun 12, 2024"
Weird West,"piww, iwnsydbiwwfy",https://clips.twitch.tv/FurryTolerantFennelNinjaGrumpy-KumuKYEd1dPQ4C6D,,,,,5,,,,,design_by_rose,"Jun 12, 2024"
Weird West,The D,https://clips.twitch.tv/SpicyTawdryDiamondPhilosoraptor-sYV-7oxL3kwDfQx_,,,,,5,,,,,DazedArcade,"Jun 19, 2024"
Weird West,You save...? What?!,https://clips.twitch.tv/ExuberantFrigidBearMcaT-K3lHOBHY5daVhOzr,,,,,6,,,,,DazedArcade,"Jun 19, 2024"
Weird West,q u i c k !,https://clips.twitch.tv/AthleticLittleButterflyChocolateRain-0bx-oE5w06WJQk2K,,,,,8,,,,,design_by_rose,"Jun 19, 2024"
Software and Game Development,"""there's nothing on THIS profile""",https://clips.twitch.tv/GlutenFreeHeartlessDotterelKappaWealth-gDeOrJxi_8yw0wya,,,,,18,,,,,design_by_rose,"Jun 22, 2024"
Just Chatting,... (no),https://clips.twitch.tv/TenuousWimpyRhinocerosWutFace-t7ocMnyJQ-U2SNH9,,,,,12,,,,,design_by_rose,"Jun 23, 2024"
Just Chatting,receiving,https://clips.twitch.tv/FineAmazonianHerringM4xHeh-Gf5EU_kxf1X0B2zp,,,,,7,,,,,low_hanging_vegetable,"Jun 23, 2024"
Just Chatting,translation unavailable ,https://clips.twitch.tv/BreakableDullCaterpillarBrainSlug-ZAUt2ouVWjsaq8CY,,,,,5,,,,,design_by_rose,"Jun 23, 2024"
XDefiant,Um..what?,https://clips.twitch.tv/CrunchyObliviousYakinikuCclamChamp-TxkvauLqEdkUjefW,,,,,6,,,,,DazedArcade,"Jun 23, 2024"
Just Chatting,super satisfying ,https://clips.twitch.tv/BraveCulturedZebraYee-DXUCif3BfIGnasfJ,,,,,5,,,,,design_by_rose,"Jun 23, 2024"
Just Chatting,...dazed,https://clips.twitch.tv/TriumphantJoyousBatWOOP-JJoQqp-lOeQdJfyQ,,,,,8,,,,,low_hanging_vegetable,"Jun 23, 2024"
Just Chatting,ahhhhh I love it so much...,https://clips.twitch.tv/DrabCharmingStrawberrySSSsss-ofVEXw1v2fPCyTKJ,,,,,6,,,,,design_by_rose,"Jun 23, 2024"
XDefiant,Dazed's  Discord password,https://clips.twitch.tv/AssiduousTenderFinchRaccAttack-vogGMiQnrbLe3NaC,,,,,7,,,,,TheStarlessAbstract,"Jun 23, 2024"
Just Chatting,family friendly stream,https://clips.twitch.tv/AthleticDeterminedSnailDAESuppy-2FW5_u6R4Z87Y1cj,,,,,22,,,,,low_hanging_vegetable,"Jun 23, 2024"
Just Chatting,omgiltfs,https://clips.twitch.tv/HappyCredulousPastaBudStar-Y1eag5UimszC6K5X,,,,,5,,,,,design_by_rose,"Jun 23, 2024"
Just Chatting,Do you have any Irish in you? Would you like a little Irish in you?,https://clips.twitch.tv/SmilingSnappyCaribouWOOP-jhxjEZFQuZpMVni-,,,,,30,,,,,low_hanging_vegetable,"Jun 23, 2024"
XDefiant,You what?,https://clips.twitch.tv/CallousIgnorantTeaSquadGoals-dwsqQjsDCPQbyAAU,,,,,6,,,,,DazedArcade,"Jun 23, 2024"
Just Chatting,Do you have any Irish in you? Would you like a little Irish in you?,https://clips.twitch.tv/AcceptableEmpathicTeaOMGScoots-ypBn1I6Mg-Hxy2Pj,,,,,30,,,,,design_by_rose,"Jun 23, 2024"
A Plague Tale: Innocence,A THORNY BUSH !,https://clips.twitch.tv/OptimisticMistyDaikonTheThing-Zn7jBnoGo-W53dQf,,,,,5,,,,,design_by_rose,"Jun 27, 2024"
XDefiant,diaper change,https://clips.twitch.tv/BlueThankfulSalamanderArgieB8-CGZlSU6dLs-UPHjv,,,,,14,,,,,design_by_rose,"Jun 29, 2024"
XDefiant,the boys are fighting again,https://clips.twitch.tv/RichAdventurousStapleStoneLightning-QxQfZNatJW3N-A0q,,,,,32,,,,,design_by_rose,"Jun 30, 2024"
XDefiant,walls are solid,https://clips.twitch.tv/AffluentInspiringFennelKippa-GAdC4w07bA8ZH1XY,,,,,5,,,,,design_by_rose,"Jun 30, 2024"
XDefiant,I did something,https://clips.twitch.tv/BreakableBusyHeronCharlietheUnicorn-hM52mJxdW_z7jifc,,,,,14,,,,,DazedArcade,"Jul 7, 2024"
Software and Game Development,I HATE DAZED,https://clips.twitch.tv/CooperativeShyHamMingLee-bRROTeeDDsyIrL_L,,,,,5,,,,,design_by_rose,"Jul 8, 2024"
Software and Game Development,Who said I hate Dazed ? ? ?,https://clips.twitch.tv/FuriousScaryOilMau5-sU3ehiB4qMtNSA5b,,,,,5,,,,,design_by_rose,"Jul 8, 2024"
Software and Game Development,🐦✈️ 🍑,https://clips.twitch.tv/AmusedRichPlumberPastaThat-NXILqUq_YNQF9cfw,,,,,5,,,,,design_by_rose,"Jul 8, 2024"
XDefiant,high octane action,https://clips.twitch.tv/NeighborlyTransparentKimchiJebaited-u1PZFr6T_MirxDrF,,,,,19,,,,,low_hanging_vegetable,"Jul 14, 2024"
Loop Hero,but you sure can't eatalotta 🍆,https://clips.twitch.tv/MagnificentSnappyWasabiTheThing-mUwg7BShwZX7ieFn,,,,,5,,,,,design_by_rose,"Jul 16, 2024"
Loop Hero,When your tinder date looks nothing like their pictures,https://clips.twitch.tv/DrabSavageRutabagaItsBoshyTime-YugBhn_5RgovSn9L,,,,,5,,,,,design_by_rose,"Jul 18, 2024"
Loop Hero,(better),https://clips.twitch.tv/HumbleCoyHareVoHiYo-XR9_5_t33UQZh6Lj,,,,,5,,,,,design_by_rose,"Jul 18, 2024"
Loop Hero,"SOLID WOOD, MMM. (would you like some solid wood?)",https://clips.twitch.tv/EnchantingTrustworthyClintOSfrog-apjodtaIegx_e7MG,,,,,5,,,,,design_by_rose,"Jul 21, 2024"
Loop Hero,we here for da swamp 🍑,https://clips.twitch.tv/SmallMotionlessApeCoolStoryBro-XM1OmHabCdRVPO5O,,,,,4,,,,,design_by_rose,"Jul 21, 2024"
XDefiant,the 16 incher,https://clips.twitch.tv/SeductiveCoweringDogeShazBotstix-V4simyndWYfzYzJJ,,,,,4,,,,,low_hanging_vegetable,"Jul 21, 2024"
XDefiant,Fist,https://clips.twitch.tv/LivelyCrispyWallabyKeyboardCat-QgJmKpAEdyKaE4mn,,,,,5,,,,,TheStarlessAbstract,"Jul 21, 2024"
Loop Hero,official channel trailer,https://clips.twitch.tv/FrailPopularSandpiperRitzMitz-fzTgVPRa55wY8V3Y,,,,,6,,,,,design_by_rose,"Jul 24, 2024"
Loop Hero,HEehHEeh,https://clips.twitch.tv/SpikyAggressiveGalagoWoofer-oosu1MRMPf5_WeNG,,,,,4,,,,,design_by_rose,"Jul 24, 2024"
Loop Hero,fake news,https://clips.twitch.tv/PowerfulNurturingAubergineCoolStoryBro-bGHYLux2Zcrb6SfA,,,,,5,,,,,design_by_rose,"Jul 24, 2024"
XDefiant,Green what,https://clips.twitch.tv/AliveTentativeClintDoubleRainbow-uRfqFiR9RwtguBd-,,,,,19,,,,,TheStarlessAbstract,"Jul 28, 2024"
XDefiant,IN DESPERATE NEED OF A SUGAR DADDY TO BUY ME A HOUSE ASAP,https://clips.twitch.tv/ColdbloodedExcitedMushroomPunchTrees-DZcOXllGz1mdbhF9,,,,,26,,,,,TheStarlessAbstract,"Jul 28, 2024"
Loop Hero,What's in your Amazon cart?,https://clips.twitch.tv/ColdbloodedSteamyHornetStrawBeary-yqsQqBe-27smkN27,,,,,7,,,,,design_by_rose,"Jul 30, 2024"
Software and Game Development,SHUT UP DAZED NOBODY ASKED YOU,https://clips.twitch.tv/SpicyDifferentHareBuddhaBar-zs8tqhz3yO5qBLD1,,,,,5,,,,,design_by_rose,"Aug 2, 2024"
Software and Game Development,"you know better by now, don't you?",https://clips.twitch.tv/BumblingSpotlessKoupreyPermaSmug-VvzBQqCplAvBGYbi,,,,,6,,,,,design_by_rose,"Aug 2, 2024"
Software and Game Development,you should see a doctor about that,https://clips.twitch.tv/ScrumptiousAstuteMoosePanicBasket-_Li_xOUy-iF1KnMG,,,,,5,,,,,design_by_rose,"Aug 4, 2024"
Loop Hero,Starless explains why he's single,https://clips.twitch.tv/OddTiredOwlCorgiDerp-leoSaa6QBL_Zy7Bv,,,,,5,,,,,design_by_rose,"Aug 8, 2024"
XDefiant,Cannon fodder reporting for duty,https://clips.twitch.tv/ShakingPoorHorseradishDansGame-UiBUGwV3jlReSuVI,,,,,28,,,,,low_hanging_vegetable,"Aug 11, 2024"
XDefiant,Cannon fodder reporting for duty,https://clips.twitch.tv/AmericanTriumphantKiwiPupper-OoSbngk8PfbYEOpd,,,,,28,,,,,low_hanging_vegetable,"Aug 11, 2024"
Loop Hero,sounds painful,https://clips.twitch.tv/MoralCharmingPigResidentSleeper-FfRzFYIOuG2JNWtj,,,,,6,,,,,design_by_rose,"Aug 14, 2024"
Loop Hero,myeauuu jagerrr 🍻,https://clips.twitch.tv/DifferentCooperativeCucumberFUNgineer-aw9UvV44OVo0Bs_Y,,,,,5,,,,,design_by_rose,"Aug 14, 2024"
Loop Hero,👵,https://clips.twitch.tv/CleverFunSpiderCharlietheUnicorn-qKNOkJZNUWoxLTWp,,,,,5,,,,,design_by_rose,"Aug 15, 2024"
XDefiant,fart or shart,https://clips.twitch.tv/SavageRelatedGarbageKappaWealth-wTY10dYPr6fPzP7H,,,,,5,,,,,design_by_rose,"Aug 17, 2024"
XDefiant,wendy can carry me in her big strong arms,https://clips.twitch.tv/CleanCourageousNigiriSuperVinlin-THUjXx_hdPfbGda8,,,,,5,,,,,design_by_rose,"Aug 17, 2024"
XDefiant,Rose being flabbergasted,https://clips.twitch.tv/EnthusiasticExuberantAdminTakeNRG-XatA9IWzBjoedTHz,,,,,8,,,,,low_hanging_vegetable,"Aug 18, 2024"
XDefiant,May be cursed by the ISP faeries,https://clips.twitch.tv/HeadstrongKindSwordDxAbomb-_xqftt6PqOVBDOzu,,,,,28,,,,,low_hanging_vegetable,"Aug 18, 2024"
Loop Hero,SO YOU SAID IT'S YOUR BIRTHDAY?,https://clips.twitch.tv/ImportantFunnyAlpacaM4xHeh-L7hP3eDWnXaaEFCE,,,,,18,,,,,design_by_rose,"Aug 22, 2024"
Loop Hero,🔵🔵,https://clips.twitch.tv/LachrymoseTentativeCourgetteTF2John-OKK6xylhVvAHAUOa,,,,,6,,,,,design_by_rose,"Aug 22, 2024"
Loop Hero,sorry for qwhat you ask?,https://clips.twitch.tv/SnappyTameCaribouStinkyCheese-wNbzoW-9j6Qiyp3k,,,,,7,,,,,design_by_rose,"Aug 22, 2024"
Loop Hero,"go ahead, finish the sentence ",https://clips.twitch.tv/SneakyDiligentMomDxAbomb-y62vxNkrqRi5Jyyb,,,,,11,,,,,design_by_rose,"Aug 22, 2024"
Loop Hero,WAIT. You were judging me before ? ? ? ,https://clips.twitch.tv/AdventurousWittyWhalePraiseIt-nZvhOCQk4xprzvU7,,,,,16,,,,,design_by_rose,"Aug 22, 2024"
Software and Game Development,kept the giggle for you,https://clips.twitch.tv/SolidCrowdedDogGOWSkull-UpixzTgvs8xQ-aXC,,,,,5,,,,,design_by_rose,"Aug 23, 2024"
Software and Game Development,qwhat,https://clips.twitch.tv/PrettySparklyPrariedogArsonNoSexy-uMEes0HH7WfFamsy,,,,,5,,,,,design_by_rose,"Aug 23, 2024"
Software and Game Development,ꈨ A WOMAN'S WANTS AND NEEDS ꈨ,https://clips.twitch.tv/StrangeRudeTrianglePeoplesChamp-ocgq8A3rwCug0Zg1,,,,,14,,,,,design_by_rose,"Aug 23, 2024"
Software and Game Development,shout! shout! let it all out!,https://clips.twitch.tv/FineInnocentEggKippa-6MzOKRaniedwB1WY,,,,,11,,,,,design_by_rose,"Aug 23, 2024"
Software and Game Development,does it jiggle jiggle?  ⊹ ࣪ ˖🍑₊˚⊹⋆,https://clips.twitch.tv/GoldenSneakyOstrichPeanutButterJellyTime-moxWDVeOibKx7RJt,,,,,5,,,,,design_by_rose,"Aug 23, 2024"
XDefiant,"yes, cool...",https://clips.twitch.tv/WealthySolidFalconJKanStyle--E3wbou0YQtIrYc8,,,,,5,,,,,asdfWENDYfdsa,"Aug 25, 2024"
XDefiant,V I A E S,https://clips.twitch.tv/PoorDreamyWalrusBigBrother-Pnb8z2GuZ45_51pX,,,,,7,,,,,design_by_rose,"Aug 25, 2024"
XDefiant,Powered by spuds,https://clips.twitch.tv/InventiveBusyMochaFailFish-kLbeV_a2kKQrIlPC,,,,,28,,,,,TheStarlessAbstract,"Aug 25, 2024"
Loop Hero,ban alert,https://clips.twitch.tv/KawaiiDependableEndiveMcaT-sf6h_tcDKMp6rYq0,,,,,5,,,,,design_by_rose,"Aug 26, 2024"
Loop Hero,is starless having a medical event ?,https://clips.twitch.tv/StupidSarcasticTurnipOSsloth-16DbQ8DF-HB_miTb,,,,,5,,,,,design_by_rose,"Aug 26, 2024"
